City,SKU Name,SKU Code,EAN,SKU Category,SKU Sub Category,Brand Name,Manufacturer Name,Manufacturer ID,Units
SAS Nagar,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,8
Hyderabad,Nourish You Plant Based Milk - Millet 200.0 MILLILITRE,050f9208-8a81-41f1-8176-9789c3e8b0e3,8908005459774,Cold Drinks & Juices,Vegan Drinks,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Bengaluru,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,121
Ghaziabad,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Faridabad,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,0
Pune,Nourish You Plant Protein - Chocolate 500.0 GRAM,96bab3c6-8143-449b-93a3-8774d59ac430,8908022410710,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,14
Surat,Nourish You Plant Protein - Chocolate 500.0 GRAM,96bab3c6-8143-449b-93a3-8774d59ac430,8908022410710,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Noida,Nourish You Plant Protein - Chocolate 500.0 GRAM,96bab3c6-8143-449b-93a3-8774d59ac430,8908022410710,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,12
Nashik,Nourish You Plant Protein - Chocolate 500.0 GRAM,96bab3c6-8143-449b-93a3-8774d59ac430,8908022410710,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Mumbai,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal 500.0 GRAM",0fac0b0f-f2a2-46bc-8e37-d2790ce35b60,8908005459958,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,120
Pune,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal 500.0 GRAM",0fac0b0f-f2a2-46bc-8e37-d2790ce35b60,8908005459958,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Pune,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal Jar 1.0 KILOGRAM",8b81cda2-1695-4e7a-be76-6e5bd2f4cfd8,8908022410185,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Delhi,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal Jar 1.0 KILOGRAM",8b81cda2-1695-4e7a-be76-6e5bd2f4cfd8,8908022410185,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,0
Surat,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Mumbai,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,44
Ghaziabad,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Jaipur,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Ahmedabad,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Hyderabad,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,37
Mumbai,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,114
Gurugram,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,63
Puducherry,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Ahmedabad,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,6
SAS Nagar,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,6
Ahmedabad,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Kochi,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Jaipur,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Chennai,Nourish You Plant Based Milk - Millet 200.0 MILLILITRE,050f9208-8a81-41f1-8176-9789c3e8b0e3,8908005459774,Cold Drinks & Juices,Vegan Drinks,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Lucknow,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,12
Vijayawada,Nourish You Plant Based Milk - Millet 200.0 MILLILITRE,050f9208-8a81-41f1-8176-9789c3e8b0e3,8908005459774,Cold Drinks & Juices,Vegan Drinks,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Vellore,Nourish You Plant Based Milk - Millet 200.0 MILLILITRE,050f9208-8a81-41f1-8176-9789c3e8b0e3,8908005459774,Cold Drinks & Juices,Vegan Drinks,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Faridabad,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Chennai,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,111
Bengaluru,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,98
Jhajjar,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,98
Mumbai,Nourish You Plant Protein - Chocolate 500.0 GRAM,96bab3c6-8143-449b-93a3-8774d59ac430,8908022410710,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,24
Chennai,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal 500.0 GRAM",0fac0b0f-f2a2-46bc-8e37-d2790ce35b60,8908005459958,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,66
Hyderabad,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal Jar 1.0 KILOGRAM",8b81cda2-1695-4e7a-be76-6e5bd2f4cfd8,8908022410185,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,7
Lucknow,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal 500.0 GRAM",0fac0b0f-f2a2-46bc-8e37-d2790ce35b60,8908005459958,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Mumbai,"Nourish You Jumbo Rolled Oats - Gluten free , Breakfast Cereal Jar 1.0 KILOGRAM",8b81cda2-1695-4e7a-be76-6e5bd2f4cfd8,8908022410185,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,96
Chennai,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,32
Nashik,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Pune,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,28
Bengaluru,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,102
Delhi,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,19
Gurugram,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,22
Kolkata,Nourish You Plant Protein - Vanilla 500.0 GRAM,446f4fc2-ff46-4e06-86e6-13fe8627f8aa,8908022410734,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Kochi,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,0
Jaipur,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Ghaziabad,Nourish You Chocolate Protein Oats 1.0 KILOGRAM,bc678b3b-ef62-4ac1-b2a5-130cd678cc02,8908022410543,Breakfast & Sauces,Muesli & Oats,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,7
Nagpur,Nourish You Plant Based Milk - Millet 200.0 MILLILITRE,050f9208-8a81-41f1-8176-9789c3e8b0e3,8908005459774,Cold Drinks & Juices,Vegan Drinks,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Surat,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Mumbai,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,86
Delhi,Nourish You Plant Protein - Unflavoured 500.0 GRAM,a6c9bf13-7f3e-4a29-a654-d8dee62f432a,8908022410727,Protein & Nutrition,Plant & Vegan Protein,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,36
Gurugram,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Ambala,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Pune,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Hyderabad,NOURISH YOU Organic Sunflower Seeds Sunflower Seeds - Raw Sunflower Seeds for Eating 250.0 GRAM,9125d283-ad34-4a9d-ac0f-ea756c7ee7e1,8908022410055,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Coimbatore,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Ghaziabad,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Ludhiana,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Nashik,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Agra,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Jaipur,Nourish You Antioxidant Boost 7 in 1 Super Seed Mix 100.0 GRAM,5b8fc10e-bd36-4768-8fc1-5b8bcf66ac73,8908005459989,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,0
Jhajjar,Nourish You Chia Seeds Truly Clean Chia Seeds for Eating 250.0 GRAM,fc2f8665-c9cf-48bf-8aca-609f7d500e51,8908005459828,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,7
Bengaluru,Nourish You Chia Seeds Truly Clean Chia Seeds for Eating 250.0 GRAM,fc2f8665-c9cf-48bf-8aca-609f7d500e51,8908005459828,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,347
Delhi,Nourish You Chia Seeds Truly Clean Chia Seeds for Eating 250.0 GRAM,fc2f8665-c9cf-48bf-8aca-609f7d500e51,8908005459828,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,77
Hyderabad,Nourish You Chia Seeds Truly Clean Chia Seeds for Eating 250.0 GRAM,fc2f8665-c9cf-48bf-8aca-609f7d500e51,8908005459828,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,45
Chennai,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,93
Pune,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,5
Hyderabad,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,16
Coimbatore,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Puducherry,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Panipat,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,5
Ludhiana,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Surat,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Indore,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,4
Meerut,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Vellore,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Kochi,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Noida,Nourish You Raw Watermelon Seeds | Kernels 250.0 GRAM,2c997eb9-08ed-4b29-8ca1-85c1c994afcc,8908022410031,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,9
Karimnagar,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,1
Bengaluru,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,287
SAS Nagar,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,0
Chennai,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,189
Nashik,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,6
Ludhiana,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,8
Ghaziabad,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,6
Kochi,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Haridwar,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,3
Faridabad,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,2
Ahmedabad,Nourish You Raw Chia Seeds 500.0 GRAM,e656030c-27e2-400f-baa8-2ab8ea1c3cc6,8908005459095,"Masala, Dry Fruits & More",Dates & Seeds,Nourish You,Nutrivative Foods Pvt Ltd,b5e206a7-39f2-49ce-b787-e107e9d8f8af,8
