State,Campaign name,Status,Type,Targeting,Campaign start date,Campaign end date,Campaign budget amount (converted),Campaign budget amount,Top-of-search impression share,Top-of-search bid adjustment,Clicks,CTR,Total cost (converted),Total cost,CPC (converted),CPC,Purchases,Sales (converted),Sales,ACOS,ROAS
ENABLED,DG_G_SPM Black Chia Seeds 1kg GKW Phrase TOS,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/02/2025,,₹50.00,₹50.00,<5%,0.25,34,0.0028,"₹1,195.36","₹1,195.36",₹35.16,₹35.16,6,"₹3,074.30","₹3,074.30",0.3888,2.571861196626958
ENABLED,DG_G_SPT  Sunflower Seeds 250G Product,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/07/2024,,₹50.00,₹50.00,<5%,0.40,6,0.0098,₹221.37,₹221.37,₹36.90,₹36.90,1,₹548.58,₹548.58,0.4035,2.478113565523784
ENABLED,DG_G_SPA Pumpkin Seed Close/ Substitutes/ Complements,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,24/10/2025,,₹50.00,₹50.00,<5%,0.15,29,0.0031,₹370.48,₹370.48,₹12.78,₹12.78,6,₹885.70,₹885.70,0.4183,2.3906823580220253
ENABLED,DG_G_SPM Jumbo Rolled Oats GKW Broad,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,01/12/2023,,₹50.00,₹50.00,<5%,0.30,32,0.0073,₹660.57,₹660.57,₹20.64,₹20.64,8,"₹1,527.59","₹1,527.59",0.4324,2.312533115339782
PAUSED,DG_G_SPA_ROLLED OATS/ CHOCOLATE OATS/ MUESLI_EX,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,23/11/2025,,₹300.00,₹300.00,<5%,0.10,13,0.0053,₹496.26,₹496.26,₹38.17,₹38.17,4,"₹1,137.14","₹1,137.14",0.4364,2.2914198202555114
ENABLED,DG_G_SPT Flax Seeds 1kg ComP,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,29/12/2023,,₹50.00,₹50.00,18.49%,0.30,23,0.0390,₹602.55,₹602.55,₹26.20,₹26.20,5,"₹1,219.05","₹1,219.05",0.4943,2.023151605675878
ENABLED,DG_A_SPM Black Chia Seeds 500G GKW Exact,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹50.00,₹50.00,<5%,0.30,14,0.0163,₹633.34,₹633.34,₹45.24,₹45.24,5,"₹1,266.68","₹1,266.68",0.5000,2
ENABLED,DG_G_SPA Black Chia (ALL)/Flax Seeds (ALL)/Pumpkin Seed (ALL),ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,03/11/2023,,₹50.00,₹50.00,<5%,0.20,22,0.0083,₹411.00,₹411.00,₹18.68,₹18.68,4,₹711.42,₹711.42,0.5777,1.7309489051094888
ENABLED,DG_G_SPT Quinoa Flour Comp,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,22/07/2023,,₹50.00,₹50.00,21.74%,0.30,14,0.1250,₹583.27,₹583.27,₹41.66,₹41.66,5,₹984.76,₹984.76,0.5923,1.6883433058446347
ENABLED,DG_G_SPT Flax Seeds 500G Refined(Price),ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/11/2024,,₹50.00,₹50.00,6.12%,0.30,28,0.0336,₹423.16,₹423.16,₹15.11,₹15.11,4,₹692.39,₹692.39,0.6112,1.63623688439361
ENABLED,DG_G_SPA 2KG/1KG White Quinoa Close /Substitutes / Complements,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,24/10/2025,,₹50.00,₹50.00,<5%,0,72,0.0046,"₹1,609.81","₹1,609.81",₹22.36,₹22.36,8,"₹2,574.26","₹2,574.26",0.6253,1.5991079692634536
ENABLED,DG_G_OATS_EXACT/PHRASES,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,23/11/2025,,₹50.00,₹50.00,<5%,0.20,32,0.0077,₹806.61,₹806.61,₹25.21,₹25.21,6,"₹1,230.47","₹1,230.47",0.6555,1.5254831951004826
ENABLED,DG_G_SPM Watermelon Seeds GKW Phrase,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,26/03/2025,,₹50.00,₹50.00,6.12%,0.30,18,0.0146,₹453.47,₹453.47,₹25.19,₹25.19,3,₹682.86,₹682.86,0.6641,1.505854852581207
ENABLED,DG_G_SPA_Red Quinoa DG_G_SPA_Red Quinoa Close /Substitutes / Complements,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,24/10/2025,,₹50.00,₹50.00,<5%,0,11,0.0026,₹219.37,₹219.37,₹19.94,₹19.94,1,₹313.33,₹313.33,0.7001,1.4283174545288781
PAUSED,DG_G_OLD_SB_Rolled_oats_GKW_Phrase,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,28/06/2024,,₹500.00,₹500.00,6.07%,0,75,0.0050,"₹1,768.43","₹1,768.43",₹23.58,₹23.58,8,"₹2,142.86","₹2,142.86",0.8253,1.2117301787461194
ENABLED,DG_G_SPT 2KG/1KG White Quinoa Product,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/09/2023,,₹50.00,₹50.00,<5%,0.40,13,0.0445,₹440.63,₹440.63,₹33.89,₹33.89,2,₹527.62,₹527.62,0.8351,1.1974218732269706
ENABLED,DG_G_SPM Black Chia Seeds 500G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,20/11/2023,,₹50.00,₹50.00,<5%,0.25,18,0.0037,₹361.77,₹361.77,₹20.10,₹20.10,2,₹394.28,₹394.28,0.9175,1.0898637255714956
ENABLED,DG_G_SPT 250G Pumpkin Seeds Comp,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/10/2023,,₹50.00,₹50.00,<5%,0.10,7,0.0098,₹206.23,₹206.23,₹29.46,₹29.46,1,₹222.86,₹222.86,0.9254,1.0806381224846047
ENABLED,DG_G_SB Pumpkin Seed(VCPM) GKW Phrase/ Exact,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,13/02/2025,,₹50.00,₹50.00,13.40%,0,22,0.0157,₹395.76,₹395.76,₹17.99,₹17.99,3,₹380.96,₹380.96,1.0388,0.9626045710577835
PAUSED,DG_G_ROLLED_OATS_5KEY,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,23/11/2025,,₹300.00,₹300.00,<5%,0.15,4,0.0100,₹266.75,₹266.75,₹66.69,₹66.69,1,₹237.14,₹237.14,1.1249,0.8889971883786316
ENABLED,DG_G_SBV Millet Milk 1L GKW,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,30/03/2023,,₹50.00,₹50.00,7.31%,0,10,0.0057,₹219.00,₹219.00,₹21.90,₹21.90,1,₹184.76,₹184.76,1.1853,0.8436529680365297
ENABLED,DG_G_SPM Pumpkin Seeds 250G GKW Phrase/ Exact,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,01/12/2023,,₹50.00,₹50.00,<5%,0.10,27,0.0058,₹833.62,₹833.62,₹30.87,₹30.87,3,₹624.78,₹624.78,1.3343,0.7494781795062498
ENABLED,DG_G_SDCT White Quinoa 2KG/500G Refined(Price),ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,27/09/2023,,₹50.00,₹50.00,0,0,0,0,₹22.28,₹22.28,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SPA Millet Milk 1L Loose/ClosE,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,28/03/2023,,₹50.00,₹50.00,<5%,0.30,2,0.0012,₹8.03,₹8.03,₹4.01,₹4.01,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SB Black Chia Seeds/White Quiona/Muesli BKW Phrase/Exact,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,01/04/2023,,₹50.00,₹50.00,<5%,0,8,0.0122,₹57.70,₹57.70,₹7.21,₹7.21,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_CHOCOLATE_OATS_6KEY,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,23/11/2025,,₹200.00,₹200.00,<5%,0,3,0.0022,₹123.60,₹123.60,₹41.20,₹41.20,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SDPT White Quinoa 1KG(VCPM) Comp,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,05/07/2023,,₹50.00,₹50.00,0,0,0,0,₹0.51,₹0.51,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SPT Black Chia Seeds 1Kg Product,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/02/2025,,₹50.00,₹50.00,<5%,0.35,6,0.0070,₹215.29,₹215.29,₹35.88,₹35.88,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SPM Millet Milk 1L GKW Broad,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹50.00,₹50.00,<5%,0.30,3,0.0098,₹155.14,₹155.14,₹51.71,₹51.71,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SPT Black  Chia Seeds 2KG Self,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,27/03/2024,,₹50.00,₹50.00,<5%,0.40,1,0.0074,₹11.14,₹11.14,₹11.14,₹11.14,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SB Black Chia Seeds GKW Exact,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,12/08/2023,,₹300.00,₹300.00,<5%,0,5,0.0023,₹270.34,₹270.34,₹54.07,₹54.07,0,₹0.00,₹0.00,0,0
ENABLED,DG_G_SPM Flax Seeds 1KG GKW Phrase,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/10/2023,,₹50.00,₹50.00,<5%,0.30,17,0.0253,₹514.00,₹514.00,₹30.24,₹30.24,0,₹0.00,₹0.00,0,0
PAUSED,SBV Black Chia Seeds 500G GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,31/03/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA SEEDS MIXES,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,31/07/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD Mix Refine PR (30/60/90 Days) EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,02/05/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Rolled Oats 1.2KG GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,26/04/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Steel Cut Oats 2KG GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,10/02/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD Views Remarketing Great Summer Sale 2025 ff8303,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,30/04/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBVCT Black Chia Seeds 500G Refined(Brand) EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,07/01/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_MK_ROLLED_OATS,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,12/10/2025,,₹55.00,₹55.00,0,0.10,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Pumpkin Seed 200G GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,14/09/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Fresh,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,19/06/2025,,₹55.00,₹55.00,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Millet Mlk 1L Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,08/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds B1G1 500G Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,10/01/2024,,₹55.00,₹55.00,0,0.10,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SPM White Quinoa 500G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,07/03/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Protein Boost 100G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,13/02/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Ragi Sticks Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/12/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Cashew 200G GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,31/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Black Chia Seeds 500G VR Refined(7,14Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Super Muesli GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,17/02/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Seeds Mix(5 in 1) Substitutes/Loose EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,14/09/2023,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SDV_GIFT_HAMPER,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,12/10/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SDPT Black Chia Seeds 500G Comp EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,21/07/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Mix Products BKW EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD White Quinoa 1KG PR Refined(30,60,90 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Nuts Mix 250G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/05/2023,,₹77.00,₹77.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Black Chia Seeds 500G GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,26/04/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Quinoa Flour 750G PR/VR Refined(30,60/14Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,03/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Oats Substitutes,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,11/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD HP Oats,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,31/07/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Flax Substitutes,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,20/05/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds 500G Self EV.,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 1KG GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/12/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 2KG GKW Exact EV.,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,03/04/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Quinoa Brown Rice 500G PR/VR Refined(30,60/14Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,03/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Flax Seeds 500G GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,01/12/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Black Chia Sheeds 1KG GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,19/12/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB Watermelon Seeds GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,27/06/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Seeds,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,13/09/2025,,₹165.00,₹165.00,0,0.15,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 2KG GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/03/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Pumpkins Seeds 100G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,06/07/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPKT Pumpkin Seeds Exact,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/05/2025,,₹154.00,₹154.00,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCAT Sunflower,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/07/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Rolled Oats 1.2KG EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,26/02/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB White Quinoa GKW Phrase/Broad EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,01/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Chia Close,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,07/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Qunioa Brown Rice 500G GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,01/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Muesli(No Added Sugar) 375G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,26/02/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,B0FM3T2684,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,16/09/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Roasted Black Chia Seeds 100G GKW Exact/Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,25/01/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT All Nourish You Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Super Muesli Refined (Price) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,18/10/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Mix Products VR Refined(7,14 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,30/04/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds 2KG Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,01/05/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia 500G EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,08/10/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SPA Auto Oats Complements,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,11/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD Pumpkin 250 gm PT,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,29/07/2025,,₹154.00,₹154.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SBV White Quinoa 2KG GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,03/01/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 500G GKW Phrase EV.,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,10/05/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT 1L Millet Milk Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/04/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD White Quinoa 1KG VR Refined(7,14Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Chia Substitutes,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,07/04/2025,,₹165.00,₹165.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Oats Close,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,10/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Millet Milk1L PR Refined(30,60,90 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,22/04/2025,,₹165.00,₹165.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 500G (Fresh) GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,18/11/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Sunflower Seed 250G GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,13/07/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Pumpkin Seeds 500G Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCAT Chia,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/07/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB Millet Milk GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,30/03/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SPM White Quinoa 2KG GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,07/03/2025,,₹165.00,₹165.00,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Jumbo Rolled Oats 1.2KG GKW Broad,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/07/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
